id,diagram_type,source_file,instruction,input,output,text
ex-00046,activity_legacy,plantuml_activity_legacy_training.jsonl,Create a PlantUML activity diagram with octagon-shaped activities.,,"@startuml
'Default is skinparam activityShape roundBox
skinparam activityShape octagon
(*) --> ""First Action""
""First Action"" --> (*)
@enduml","Diagram type: activity_legacy
Instruction: Create a PlantUML activity diagram with octagon-shaped activities.
PlantUML output:
@startuml
'Default is skinparam activityShape roundBox
skinparam activityShape octagon
(*) --> ""First Action""
""First Action"" --> (*)
@enduml"
ex-00047,activity_legacy,plantuml_activity_legacy_training.jsonl,Generate a comprehensive PlantUML activity diagram for a servlet container with multiple branches and synchronization points.,Model the request handling flow in a servlet container,"@startuml
title Servlet Container
(*) --> ""ClickServlet.handleRequest()""
--> ""new Page""
if ""Page.onSecurityCheck"" then
->[true] ""Page.onInit()""
if ""isForward?"" then
->[no] ""Process controls""
if ""continue processing?"" then
-->[yes] ===RENDERING===
else
-->[no] ===REDIRECT_CHECK===
endif
else
-->[yes] ===RENDERING===
endif
if ""is Post?"" then
-->[yes] ""Page.onPost()""
--> ""Page.onRender()"" as render
--> ===REDIRECT_CHECK===
else
-->[no] ""Page.onGet()""
--> render
endif
else
-->[false] ===REDIRECT_CHECK===
endif
if ""Do redirect?"" then
->[yes] ""redirect request""
--> ==BEFORE_DESTROY===
else
if ""Do Forward?"" then
-left->[yes] ""Forward request""
--> ==BEFORE_DESTROY===
else
-right->[no] ""Render page template""
--> ==BEFORE_DESTROY===
endif
endif
--> ""Page.onDestroy()""
-->(*)
@enduml","Diagram type: activity_legacy
Instruction: Generate a comprehensive PlantUML activity diagram for a servlet container with multiple branches and synchronization points.
Additional input: Model the request handling flow in a servlet container
PlantUML output:
@startuml
title Servlet Container
(*) --> ""ClickServlet.handleRequest()""
--> ""new Page""
if ""Page.onSecurityCheck"" then
->[true] ""Page.onInit()""
if ""isForward?"" then
->[no] ""Process controls""
if ""continue processing?"" then
-->[yes] ===RENDERING===
else
-->[no] ===REDIRECT_CHECK===
endif
else
-->[yes] ===RENDERING===
endif
if ""is Post?"" then
-->[yes] ""Page.onPost()""
--> ""Page.onRender()"" as render
--> ===REDIRECT_CHECK===
else
-->[no] ""Page.onGet()""
--> render
endif
else
-->[false] ===REDIRECT_CHECK===
endif
if ""Do redirect?"" then
->[yes] ""redirect request""
--> ==BEFORE_DESTROY===
else
if ""Do Forward?"" then
-left->[yes] ""Forward request""
--> ==BEFORE_DESTROY===
else
-right->[no] ""Render page template""
--> ==BEFORE_DESTROY===
endif
endif
--> ""Page.onDestroy()""
-->(*)
@enduml"
ex-00048,activity_legacy,plantuml_activity_legacy_training.jsonl,Create a basic PlantUML activity diagram showing a login process.,Model user login with success and failure paths,"@startuml
(*) --> ""Enter credentials""
if ""Valid credentials?"" then
->[yes] ""Grant access""
--> (*)
else
->[no] ""Show error message""
--> ""Enter credentials""
endif
@enduml","Diagram type: activity_legacy
Instruction: Create a basic PlantUML activity diagram showing a login process.
Additional input: Model user login with success and failure paths
PlantUML output:
@startuml
(*) --> ""Enter credentials""
if ""Valid credentials?"" then
->[yes] ""Grant access""
--> (*)
else
->[no] ""Show error message""
--> ""Enter credentials""
endif
@enduml"
ex-00049,activity_legacy,plantuml_activity_legacy_training.jsonl,Design a PlantUML activity diagram for order processing with multiple stages.,,"@startuml
(*) --> ""Receive Order""
--> ""Validate Order""
if ""Order valid?"" then
->[yes] ""Process Payment""
if ""Payment successful?"" then
->[yes] ""Ship Order""
--> ""Send confirmation""
--> (*)
else
->[no] ""Cancel Order""
--> (*)
endif
else
->[no] ""Reject Order""
--> (*)
endif
@enduml","Diagram type: activity_legacy
Instruction: Design a PlantUML activity diagram for order processing with multiple stages.
PlantUML output:
@startuml
(*) --> ""Receive Order""
--> ""Validate Order""
if ""Order valid?"" then
->[yes] ""Process Payment""
if ""Payment successful?"" then
->[yes] ""Ship Order""
--> ""Send confirmation""
--> (*)
else
->[no] ""Cancel Order""
--> (*)
endif
else
->[no] ""Reject Order""
--> (*)
endif
@enduml"
ex-00050,activity_legacy,plantuml_activity_legacy_training.jsonl,Generate a PlantUML activity diagram with horizontal arrow connections.,,"@startuml
(*) --> ""Start Process""
-> ""Continue horizontally""
--> ""End Process""
--> (*)
@enduml","Diagram type: activity_legacy
Instruction: Generate a PlantUML activity diagram with horizontal arrow connections.
PlantUML output:
@startuml
(*) --> ""Start Process""
-> ""Continue horizontally""
--> ""End Process""
--> (*)
@enduml"
ex-00051,activity_legacy,plantuml_activity_legacy_training.jsonl,Create a PlantUML activity diagram showing parallel workflow execution.,Model two parallel tasks that must both complete before continuing,"@startuml
(*) --> ===SPLIT===
--> ""Task A""
--> ===JOIN===
===SPLIT=== --> ""Task B""
--> ===JOIN===
--> ""Continue after both tasks""
--> (*)
@enduml","Diagram type: activity_legacy
Instruction: Create a PlantUML activity diagram showing parallel workflow execution.
Additional input: Model two parallel tasks that must both complete before continuing
PlantUML output:
@startuml
(*) --> ===SPLIT===
--> ""Task A""
--> ===JOIN===
===SPLIT=== --> ""Task B""
--> ===JOIN===
--> ""Continue after both tasks""
--> (*)
@enduml"
ex-00052,activity_legacy,plantuml_activity_legacy_training.jsonl,Design a PlantUML activity diagram with colored partitions for different departments.,,"@startuml
partition Sales #LightBlue {
(*) --> ""Receive inquiry""
--> ""Prepare quote""
}
partition Approval #LightGreen {
""Prepare quote"" --> ""Review quote""
if ""Approved?"" then
->[yes] ""Send to customer""
else
->[no] ""Revise quote""
--> ""Prepare quote""
endif
}
partition Sales #LightBlue {
""Send to customer"" --> (*)
}
@enduml","Diagram type: activity_legacy
Instruction: Design a PlantUML activity diagram with colored partitions for different departments.
PlantUML output:
@startuml
partition Sales #LightBlue {
(*) --> ""Receive inquiry""
--> ""Prepare quote""
}
partition Approval #LightGreen {
""Prepare quote"" --> ""Review quote""
if ""Approved?"" then
->[yes] ""Send to customer""
else
->[no] ""Revise quote""
--> ""Prepare quote""
endif
}
partition Sales #LightBlue {
""Send to customer"" --> (*)
}
@enduml"
ex-00053,activity_legacy,plantuml_activity_legacy_training.jsonl,Create a PlantUML activity diagram with detailed multi-line descriptions using newline characters.,,"@startuml
(*) --> ""Step 1:\nInitialize system\nLoad configuration""
--> ""Step 2:\nProcess data\nValidate inputs""
--> (*)
@enduml","Diagram type: activity_legacy
Instruction: Create a PlantUML activity diagram with detailed multi-line descriptions using newline characters.
PlantUML output:
@startuml
(*) --> ""Step 1:\nInitialize system\nLoad configuration""
--> ""Step 2:\nProcess data\nValidate inputs""
--> (*)
@enduml"
ex-00054,activity_legacy,plantuml_activity_legacy_training.jsonl,Generate a PlantUML activity diagram for a data processing pipeline with error handling.,,"@startuml
(*) --> ""Read input data""
if ""Data exists?"" then
->[yes] ""Parse data""
if ""Valid format?"" then
->[yes] ""Transform data""
--> ""Write output""
--> (*)
else
->[no] ""Log error""
--> (*)
endif
else
->[no] ""Exit""
--> (*)
endif
@enduml","Diagram type: activity_legacy
Instruction: Generate a PlantUML activity diagram for a data processing pipeline with error handling.
PlantUML output:
@startuml
(*) --> ""Read input data""
if ""Data exists?"" then
->[yes] ""Parse data""
if ""Valid format?"" then
->[yes] ""Transform data""
--> ""Write output""
--> (*)
else
->[no] ""Log error""
--> (*)
endif
else
->[no] ""Exit""
--> (*)
endif
@enduml"
ex-00055,activity_legacy,plantuml_activity_legacy_training.jsonl,Create a PlantUML activity diagram with notes at the starting point.,,"@startuml
note left: This is the entry point
(*) --> ""Initialize""
--> ""Process""
--> (*)
@enduml","Diagram type: activity_legacy
Instruction: Create a PlantUML activity diagram with notes at the starting point.
PlantUML output:
@startuml
note left: This is the entry point
(*) --> ""Initialize""
--> ""Process""
--> (*)
@enduml"
ex-00056,activity_legacy,plantuml_activity_legacy_training.jsonl,Design a PlantUML activity diagram showing a loop-like behavior with repetition.,,"@startuml
(*) --> ""Start task""
--> ""Execute step"" as exec
if ""More steps?"" then
->[yes] exec
else
->[no] ""Complete""
--> (*)
endif
@enduml","Diagram type: activity_legacy
Instruction: Design a PlantUML activity diagram showing a loop-like behavior with repetition.
PlantUML output:
@startuml
(*) --> ""Start task""
--> ""Execute step"" as exec
if ""More steps?"" then
->[yes] exec
else
->[no] ""Complete""
--> (*)
endif
@enduml"
ex-00057,activity_legacy,plantuml_activity_legacy_training.jsonl,Generate a PlantUML activity diagram with right-aligned notes.,,"@startuml
(*) --> ""Action 1""
note right: Important note here
--> ""Action 2""
note right
Multi-line note
with details
end note
--> (*)
@enduml","Diagram type: activity_legacy
Instruction: Generate a PlantUML activity diagram with right-aligned notes.
PlantUML output:
@startuml
(*) --> ""Action 1""
note right: Important note here
--> ""Action 2""
note right
Multi-line note
with details
end note
--> (*)
@enduml"
ex-00058,activity_legacy,plantuml_activity_legacy_training.jsonl,Create a PlantUML activity diagram for software build process with branches.,,"@startuml
(*) --> ""Checkout code""
--> ""Compile""
if ""Build successful?"" then
->[yes] ""Run tests""
if ""Tests passed?"" then
->[yes] ""Deploy""
--> (*)
else
->[no] ""Notify developers""
--> (*)
endif
else
->[no] ""Fix build errors""
--> ""Compile""
endif
@enduml","Diagram type: activity_legacy
Instruction: Create a PlantUML activity diagram for software build process with branches.
PlantUML output:
@startuml
(*) --> ""Checkout code""
--> ""Compile""
if ""Build successful?"" then
->[yes] ""Run tests""
if ""Tests passed?"" then
->[yes] ""Deploy""
--> (*)
else
->[no] ""Notify developers""
--> (*)
endif
else
->[no] ""Fix build errors""
--> ""Compile""
endif
@enduml"
ex-00059,activity_legacy,plantuml_activity_legacy_training.jsonl,Design a PlantUML activity diagram with activities aliased using the 'as' keyword.,,"@startuml
(*) --> ""Long activity name\nthat spans multiple lines\nand needs an alias"" as A1
A1 --> ""Another activity"" as A2
A2 --> A1
A1 --> (*)
@enduml","Diagram type: activity_legacy
Instruction: Design a PlantUML activity diagram with activities aliased using the 'as' keyword.
PlantUML output:
@startuml
(*) --> ""Long activity name\nthat spans multiple lines\nand needs an alias"" as A1
A1 --> ""Another activity"" as A2
A2 --> A1
A1 --> (*)
@enduml"
ex-00060,activity_legacy,plantuml_activity_legacy_training.jsonl,Create a PlantUML activity diagram showing three parallel branches with synchronization.,,"@startuml
(*) --> ===START===
--> ""Branch 1""
--> ===END===
===START=== --> ""Branch 2""
--> ===END===
===START=== --> ""Branch 3""
--> ===END===
--> (*)
@enduml","Diagram type: activity_legacy
Instruction: Create a PlantUML activity diagram showing three parallel branches with synchronization.
PlantUML output:
@startuml
(*) --> ===START===
--> ""Branch 1""
--> ===END===
===START=== --> ""Branch 2""
--> ===END===
===START=== --> ""Branch 3""
--> ===END===
--> (*)
@enduml"
ex-00061,activity_legacy,plantuml_activity_legacy_training.jsonl,Generate a PlantUML activity diagram with custom background colors and stereotypes.,,"@startuml
skinparam activity {
BackgroundColor<< Important >> Red
BackgroundColor<< Optional >> LightGray
}
(*) --> ""Critical step"" << Important >>
--> ""Optional step"" << Optional >>
--> (*)
@enduml","Diagram type: activity_legacy
Instruction: Generate a PlantUML activity diagram with custom background colors and stereotypes.
PlantUML output:
@startuml
skinparam activity {
BackgroundColor<< Important >> Red
BackgroundColor<< Optional >> LightGray
}
(*) --> ""Critical step"" << Important >>
--> ""Optional step"" << Optional >>
--> (*)
@enduml"
ex-00062,activity_legacy,plantuml_activity_legacy_training.jsonl,Create a PlantUML activity diagram for customer support ticket workflow.,,"@startuml
(*) --> ""Ticket received""
--> ""Assign to agent""
--> ""Investigate issue""
if ""Can resolve immediately?"" then
->[yes] ""Resolve ticket""
--> ""Close ticket""
--> (*)
else
->[no] ""Escalate to specialist""
--> ""Specialist resolves""
--> ""Close ticket""
--> (*)
endif
@enduml","Diagram type: activity_legacy
Instruction: Create a PlantUML activity diagram for customer support ticket workflow.
PlantUML output:
@startuml
(*) --> ""Ticket received""
--> ""Assign to agent""
--> ""Investigate issue""
if ""Can resolve immediately?"" then
->[yes] ""Resolve ticket""
--> ""Close ticket""
--> (*)
else
->[no] ""Escalate to specialist""
--> ""Specialist resolves""
--> ""Close ticket""
--> (*)
endif
@enduml"
ex-00063,activity_legacy,plantuml_activity_legacy_training.jsonl,Design a PlantUML activity diagram with upward arrows for backward flow.,,"@startuml
(*) --> ""Step 1""
--> ""Step 2""
if ""Retry needed?"" then
->[yes] -up-> ""Step 1""
else
->[no] ""Step 3""
--> (*)
endif
@enduml","Diagram type: activity_legacy
Instruction: Design a PlantUML activity diagram with upward arrows for backward flow.
PlantUML output:
@startuml
(*) --> ""Step 1""
--> ""Step 2""
if ""Retry needed?"" then
->[yes] -up-> ""Step 1""
else
->[no] ""Step 3""
--> (*)
endif
@enduml"
ex-00064,activity_legacy,plantuml_activity_legacy_training.jsonl,Generate a PlantUML activity diagram showing document approval workflow with multiple reviewers.,,"@startuml
(*) --> ""Submit document""
--> ===REVIEW===
--> ""Manager review""
--> ===DECISION===
===REVIEW=== --> ""Legal review""
--> ===DECISION===
if ""All approved?"" then
->[yes] ""Publish document""
--> (*)
else
->[no] ""Revise document""
--> ""Submit document""
endif
@enduml","Diagram type: activity_legacy
Instruction: Generate a PlantUML activity diagram showing document approval workflow with multiple reviewers.
PlantUML output:
@startuml
(*) --> ""Submit document""
--> ===REVIEW===
--> ""Manager review""
--> ===DECISION===
===REVIEW=== --> ""Legal review""
--> ===DECISION===
if ""All approved?"" then
->[yes] ""Publish document""
--> (*)
else
->[no] ""Revise document""
--> ""Submit document""
endif
@enduml"
